int_corr,diff_age,diff_date,diff_go_out,sinc_o,attr_o,fun_o,diff_intel,diff_sinc,diff_shar,diff_amb,diff_attr,diff_fun,intel_o,match
0.08,1.0,4.0,2.0,1,1,1,0.0,20.0,15.0,0.0,35.0,0.0,1,1.0
0.08,6.0,3.0,1.0,0,1,0,7.0,17.0,10.0,5.0,35.0,4.0,1,0.0
0.21,7.0,0.0,0.0,1,1,1,15.0,7.0,1.0,0.0,28.0,5.0,1,0.0
0.02,6.0,3.0,2.0,1,1,1,5.0,5.0,15.0,10.0,35.0,0.0,1,0.0
0.52,13.0,3.0,3.0,1,1,1,0.0,10.0,15.0,10.0,35.0,0.0,1,0.0
0.05,7.0,3.0,1.0,1,1,0,5.0,15.0,30.0,0.0,40.0,10.0,0,0.0
0.25,0.0,1.0,1.0,0,0,0,0.0,5.0,5.0,0.0,10.0,0.0,0,0.0
0.33,2.0,1.0,2.0,1,1,0,5.0,15.0,20.0,0.0,40.0,0.0,1,1.0
0.47,11.0,1.0,1.0,0,1,1,0.0,55.0,10.0,5.0,48.0,12.0,1,0.0
0.31,4.0,1.0,1.0,1,0,0,0.0,5.0,20.0,5.0,45.0,15.0,1,0.0
0.11,8.0,0.0,1.0,1,0,0,5.0,15.0,10.0,5.0,45.0,10.0,1,0.0
0.74,1.0,1.0,2.0,1,0,0,12.0,12.0,5.0,10.0,45.0,6.0,0,0.0
0.7,0.0,4.0,3.0,1,0,1,20.0,2.0,4.0,5.0,38.0,15.0,1,0.0
0.54,1.0,1.0,1.0,1,0,1,10.0,0.0,10.0,15.0,45.0,10.0,1,0.0
0.48,6.0,1.0,0.0,1,1,1,5.0,5.0,10.0,15.0,45.0,10.0,1,0.0
0.37,0.0,1.0,2.0,1,0,0,10.0,10.0,25.0,5.0,50.0,0.0,1,0.0
0.04,7.0,3.0,2.0,1,0,0,5.0,0.0,0.0,5.0,20.0,10.0,1,1.0
0.33,5.0,3.0,1.0,1,0,1,10.0,10.0,15.0,5.0,50.0,10.0,1,1.0
0.34,4.0,5.0,2.0,0,1,1,5.0,50.0,5.0,0.0,58.0,2.0,1,0.0
,,,,1,0,0,,,,,,,0,0.0
,,,,0,0,0,,,,,,,0,0.0
0.43,7.0,2.0,1.0,0,0,0,15.0,5.0,20.0,10.0,5.0,5.0,0,0.0
0.24,6.0,1.0,0.0,1,1,0,7.0,2.0,9.0,6.0,2.0,8.0,0,0.0
0.74,9.0,1.0,1.0,1,0,0,20.0,0.0,15.0,5.0,5.0,15.0,0,0.0
0.09,10.0,3.0,0.0,0,0,0,10.0,5.0,10.0,5.0,5.0,5.0,0,0.0
0.51,5.0,1.0,0.0,1,0,0,5.0,5.0,10.0,0.0,25.0,15.0,0,0.0
0.13,11.0,3.0,2.0,0,0,0,5.0,10.0,25.0,0.0,35.0,5.0,0,0.0
0.31,4.0,1.0,1.0,1,0,0,0.0,5.0,20.0,5.0,45.0,15.0,1,0.0
,,,,1,1,1,,,,,,,1,0.0
,,,,1,0,1,,,,,,,1,0.0
0.35,5.0,3.0,1.0,1,1,0,10.0,5.0,10.0,10.0,5.0,0.0,1,0.0
0.41,6.0,2.0,0.0,1,1,1,2.0,8.0,1.0,6.0,2.0,3.0,1,0.0
0.07,3.0,2.0,1.0,0,0,0,15.0,10.0,5.0,5.0,5.0,10.0,0,0.0
0.31,2.0,4.0,0.0,1,1,1,5.0,15.0,0.0,5.0,5.0,0.0,1,0.0
0.31,7.0,2.0,0.0,1,1,0,0.0,15.0,0.0,0.0,25.0,10.0,1,0.0
0.08,1.0,4.0,2.0,1,1,1,0.0,20.0,15.0,0.0,35.0,0.0,0,1.0
0.11,8.0,0.0,1.0,1,1,0,5.0,15.0,10.0,5.0,45.0,10.0,1,0.0
,,,,1,0,0,,,,,,,0,0.0
,,,,1,0,0,,,,,,,1,0.0
0.72,2.0,2.0,0.0,1,0,0,3.0,2.0,5.0,5.0,5.0,4.0,0,0.0
0.41,1.0,1.0,1.0,1,1,0,5.0,5.0,6.0,1.0,2.0,1.0,1,0.0
0.73,4.0,1.0,0.0,0,0,0,8.0,7.0,0.0,0.0,5.0,6.0,0,0.0
0.49,5.0,3.0,1.0,1,0,0,2.0,12.0,5.0,0.0,5.0,4.0,0,0.0
0.12,0.0,1.0,1.0,1,0,0,7.0,12.0,5.0,5.0,25.0,6.0,0,0.0
0.08,6.0,3.0,1.0,0,0,0,7.0,17.0,10.0,5.0,35.0,4.0,0,0.0
0.74,1.0,1.0,2.0,0,0,0,12.0,12.0,5.0,10.0,45.0,6.0,1,0.0
,,,,0,1,0,,,,,,,0,0.0
,,,,1,1,1,,,,,,,1,1.0
0.65,3.0,1.0,1.0,1,1,1,5.0,8.0,4.0,10.0,12.0,5.0,1,0.0
0.38,2.0,2.0,2.0,0,1,0,13.0,5.0,15.0,6.0,5.0,8.0,1,0.0
0.72,5.0,2.0,1.0,1,0,0,0.0,3.0,9.0,5.0,2.0,15.0,0,0.0
0.59,6.0,0.0,2.0,1,0,0,10.0,2.0,14.0,5.0,2.0,5.0,0,0.0
0.08,1.0,2.0,2.0,1,1,0,15.0,2.0,14.0,0.0,18.0,15.0,1,0.0
0.21,7.0,0.0,0.0,1,0,0,15.0,7.0,1.0,0.0,28.0,5.0,0,0.0
0.7,0.0,4.0,3.0,1,1,1,20.0,2.0,4.0,5.0,38.0,15.0,1,0.0
,,,,0,1,1,,,,,,,0,0.0
,,,,1,1,1,,,,,,,1,0.0
0.75,2.0,2.0,1.0,1,1,0,5.0,10.0,10.0,0.0,5.0,0.0,1,0.0
0.24,1.0,1.0,0.0,1,1,1,3.0,7.0,1.0,4.0,2.0,3.0,1,0.0
0.65,4.0,1.0,1.0,0,1,0,10.0,5.0,5.0,5.0,5.0,10.0,0,0.0
0.19,5.0,3.0,0.0,0,1,0,0.0,0.0,0.0,5.0,5.0,0.0,0,0.0
0.1,0.0,1.0,0.0,1,1,1,5.0,0.0,0.0,10.0,25.0,10.0,0,0.0
0.02,6.0,3.0,2.0,1,1,1,5.0,5.0,15.0,10.0,35.0,0.0,0,0.0
0.54,1.0,1.0,1.0,1,1,1,10.0,0.0,10.0,15.0,45.0,10.0,1,0.0
,,,,1,0,0,,,,,,,0,0.0
,,,,1,0,0,,,,,,,0,0.0
0.48,9.0,2.0,2.0,1,0,1,10.0,5.0,10.0,0.0,5.0,0.0,1,1.0
0.09,8.0,1.0,1.0,1,1,0,2.0,2.0,1.0,4.0,2.0,3.0,1,1.0
0.6,11.0,1.0,2.0,1,0,1,15.0,0.0,5.0,5.0,5.0,10.0,0,0.0
0.18,12.0,3.0,1.0,1,0,0,5.0,5.0,0.0,5.0,5.0,0.0,0,0.0
0.11,7.0,1.0,1.0,1,0,1,0.0,5.0,0.0,10.0,25.0,10.0,1,0.0
0.52,13.0,3.0,3.0,1,0,0,0.0,10.0,15.0,10.0,35.0,0.0,0,0.0
0.48,6.0,1.0,0.0,1,0,1,5.0,5.0,10.0,15.0,45.0,10.0,1,0.0
,,,,0,0,1,,,,,,,0,0.0
,,,,1,1,1,,,,,,,0,1.0
0.63,3.0,2.0,0.0,0,0,0,5.0,0.0,25.0,10.0,0.0,10.0,0,1.0
0.37,2.0,1.0,1.0,1,1,1,3.0,3.0,14.0,6.0,7.0,7.0,1,1.0
0.63,5.0,1.0,0.0,1,0,0,10.0,5.0,20.0,5.0,10.0,0.0,1,0.0
0.13,6.0,3.0,1.0,1,0,0,0.0,10.0,15.0,5.0,10.0,10.0,0,0.0
0.18,1.0,1.0,1.0,1,1,1,5.0,10.0,15.0,0.0,30.0,0.0,1,0.0
0.05,7.0,3.0,1.0,1,0,0,5.0,15.0,30.0,0.0,40.0,10.0,0,0.0
0.37,0.0,1.0,2.0,1,0,1,10.0,10.0,25.0,5.0,50.0,0.0,1,0.0
,,,,1,1,1,,,,,,,1,1.0
,,,,0,1,1,,,,,,,0,0.0
0.2,4.0,0.0,0.0,0,0,0,10.0,10.0,0.0,10.0,30.0,0.0,0,0.0
0.15,5.0,1.0,1.0,0,0,0,2.0,7.0,11.0,6.0,23.0,3.0,0,0.0
0.33,2.0,1.0,0.0,1,1,1,15.0,5.0,5.0,5.0,20.0,10.0,0,1.0
0.12,1.0,1.0,1.0,1,0,0,5.0,0.0,10.0,5.0,20.0,0.0,0,1.0
0.26,6.0,1.0,1.0,1,0,0,0.0,0.0,10.0,0.0,0.0,10.0,0,0.0
0.25,0.0,1.0,1.0,1,1,0,0.0,5.0,5.0,0.0,10.0,0.0,0,0.0
0.04,7.0,3.0,2.0,1,1,1,5.0,0.0,0.0,5.0,20.0,10.0,1,1.0
,,,,1,1,0,,,,,,,0,0.0
,,,,1,1,0,,,,,,,1,1.0
0.51,2.0,0.0,1.0,0,0,0,5.0,0.0,15.0,10.0,0.0,0.0,0,0.0
0.07,3.0,1.0,0.0,1,1,0,3.0,3.0,4.0,6.0,7.0,3.0,1,0.0
0.49,0.0,1.0,1.0,0,0,0,10.0,5.0,10.0,5.0,10.0,10.0,0,0.0
0.06,1.0,1.0,0.0,1,1,0,0.0,10.0,5.0,5.0,10.0,0.0,1,0.0
0.37,4.0,1.0,0.0,1,1,0,5.0,10.0,5.0,0.0,30.0,10.0,0,0.0
0.33,2.0,1.0,2.0,1,1,0,5.0,15.0,20.0,0.0,40.0,0.0,0,1.0
0.33,5.0,3.0,1.0,1,1,0,10.0,10.0,15.0,5.0,50.0,10.0,1,1.0
,,,,1,0,0,,,,,,,1,0.0
,,,,1,1,1,,,,,,,0,1.0
0.42,7.0,2.0,0.0,0,0,0,10.0,40.0,5.0,15.0,8.0,12.0,0,0.0
0.57,6.0,3.0,1.0,1,1,0,2.0,43.0,6.0,11.0,15.0,9.0,1,1.0
0.48,9.0,3.0,0.0,1,0,1,15.0,45.0,0.0,10.0,18.0,2.0,1,0.0
0.18,10.0,1.0,1.0,0,0,0,5.0,50.0,5.0,10.0,18.0,12.0,0,0.0
0.17,5.0,3.0,1.0,1,0,0,0.0,50.0,5.0,5.0,38.0,2.0,0,0.0
0.47,11.0,1.0,1.0,0,0,0,0.0,55.0,10.0,5.0,48.0,12.0,0,0.0
0.34,4.0,5.0,2.0,1,1,0,5.0,50.0,5.0,0.0,58.0,2.0,0,0.0
0.4,2.0,2.0,1.0,1,0,0,5.0,5.0,5.0,10.0,20.0,5.0,1,0.0
0.08,7.0,1.0,2.0,0,0,0,4.0,5.0,1.0,8.0,14.0,4.0,1,0.0
0.47,0.0,1.0,0.0,0,1,0,1.0,32.0,2.0,7.0,20.0,8.0,0,0.0
0.55,1.0,2.0,1.0,0,0,0,10.0,5.0,0.0,5.0,25.0,5.0,0,0.0
0.51,4.0,0.0,0.0,0,0,0,10.0,10.0,5.0,5.0,10.0,10.0,1,0.0
0.3,8.0,2.0,0.0,0,1,0,5.0,10.0,0.0,5.0,20.0,10.0,0,0.0
0.63,5.0,1.0,0.0,0,0,0,5.0,5.0,0.0,0.0,10.0,0.0,0,0.0
0.66,6.0,1.0,1.0,1,1,1,10.0,5.0,0.0,5.0,15.0,5.0,1,0.0
0.57,5.0,1.0,1.0,1,0,0,5.0,25.0,0.0,0.0,20.0,0.0,0,0.0
0.31,7.0,1.0,1.0,1,1,0,5.0,15.0,5.0,5.0,20.0,10.0,0,0.0
0.28,8.0,3.0,0.0,1,0,0,0.0,10.0,0.0,0.0,5.0,5.0,0,0.0
0.16,1.0,1.0,1.0,1,1,1,20.0,5.0,0.0,5.0,15.0,5.0,1,0.0
0.31,1.0,1.0,0.0,1,1,0,5.0,3.0,10.0,6.0,20.0,4.0,0,0.0
0.55,1.0,1.0,1.0,1,0,0,20.0,5.0,0.0,0.0,10.0,15.0,0,0.0
0.48,9.0,2.0,3.0,0,0,0,4.0,4.0,1.0,4.0,10.0,1.0,0,0.0
0.2,14.0,1.0,2.0,0,0,0,3.0,4.0,5.0,2.0,4.0,0.0,0,0.0
0.45,7.0,1.0,4.0,1,1,0,0.0,31.0,4.0,13.0,10.0,4.0,0,0.0
0.49,8.0,2.0,3.0,0,0,0,9.0,4.0,6.0,1.0,15.0,9.0,0,0.0
0.8,3.0,0.0,4.0,1,0,0,9.0,9.0,11.0,1.0,0.0,6.0,1,0.0
0.35,15.0,2.0,4.0,1,0,0,4.0,11.0,6.0,11.0,30.0,6.0,1,0.0
0.63,2.0,1.0,4.0,0,0,0,4.0,4.0,6.0,6.0,0.0,4.0,1,0.0
0.64,1.0,1.0,3.0,1,1,1,9.0,4.0,6.0,1.0,5.0,1.0,1,0.0
0.55,12.0,1.0,3.0,1,1,0,6.0,24.0,6.0,6.0,10.0,4.0,1,0.0
0.25,14.0,1.0,3.0,1,0,0,4.0,14.0,1.0,1.0,10.0,6.0,0,0.0
0.47,15.0,3.0,4.0,1,0,0,1.0,9.0,6.0,6.0,5.0,1.0,0,0.0
0.13,8.0,1.0,3.0,0,0,0,19.0,4.0,6.0,11.0,5.0,1.0,0,0.0
0.35,6.0,1.0,4.0,1,0,0,4.0,2.0,4.0,0.0,10.0,0.0,1,0.0
0.25,6.0,1.0,3.0,0,0,0,19.0,4.0,6.0,6.0,0.0,11.0,0,0.0
0.01,1.0,0.0,0.0,1,0,0,0.0,5.0,5.0,15.0,10.0,5.0,0,0.0
0.37,4.0,1.0,1.0,0,0,0,1.0,5.0,9.0,13.0,4.0,6.0,0,0.0
0.26,3.0,3.0,1.0,0,0,0,4.0,22.0,8.0,2.0,10.0,2.0,0,0.0
0.27,2.0,0.0,0.0,0,0,0,5.0,5.0,10.0,10.0,15.0,15.0,0,0.0
0.04,7.0,2.0,1.0,0,0,0,5.0,0.0,15.0,10.0,0.0,0.0,0,0.0
0.37,5.0,4.0,1.0,1,0,0,0.0,20.0,10.0,0.0,30.0,0.0,1,0.0
0.11,8.0,3.0,1.0,0,0,0,0.0,5.0,10.0,5.0,0.0,10.0,1,0.0
0.03,9.0,1.0,0.0,1,1,1,5.0,5.0,10.0,10.0,5.0,5.0,1,1.0
0.15,2.0,1.0,0.0,1,1,1,10.0,15.0,10.0,5.0,10.0,10.0,1,0.0
0.26,4.0,1.0,0.0,1,0,0,0.0,5.0,5.0,10.0,10.0,0.0,0,0.0
0.36,5.0,5.0,1.0,1,0,1,5.0,0.0,10.0,5.0,5.0,5.0,1,1.0
0.17,2.0,3.0,0.0,1,1,0,15.0,5.0,10.0,0.0,5.0,5.0,1,1.0
0.02,4.0,1.0,1.0,1,0,0,0.0,7.0,0.0,11.0,10.0,6.0,0,0.0
0.38,4.0,1.0,0.0,1,0,1,15.0,5.0,10.0,5.0,0.0,5.0,0,0.0
0.18,2.0,1.0,1.0,0,0,0,10.0,10.0,5.0,18.0,30.0,7.0,0,0.0
0.33,7.0,0.0,2.0,0,0,0,9.0,10.0,1.0,16.0,24.0,8.0,0,0.0
0.35,0.0,2.0,0.0,1,0,0,6.0,17.0,2.0,1.0,30.0,4.0,1,0.0
0.31,1.0,1.0,1.0,0,0,0,15.0,10.0,0.0,13.0,35.0,17.0,0,0.0
0.21,4.0,1.0,0.0,1,0,0,15.0,5.0,5.0,13.0,20.0,2.0,0,0.0
0.13,8.0,3.0,0.0,1,1,0,10.0,25.0,0.0,3.0,10.0,2.0,0,0.0
0.15,5.0,2.0,0.0,1,0,0,10.0,10.0,0.0,8.0,20.0,12.0,1,0.0
0.11,6.0,0.0,1.0,1,1,0,15.0,10.0,0.0,13.0,25.0,7.0,1,0.0
0.33,5.0,0.0,1.0,1,1,1,0.0,10.0,0.0,8.0,30.0,12.0,1,0.0
0.07,7.0,0.0,1.0,1,0,0,10.0,0.0,5.0,13.0,30.0,2.0,1,0.0
0.02,8.0,4.0,0.0,1,0,0,5.0,5.0,0.0,8.0,15.0,7.0,1,0.0
0.13,1.0,2.0,1.0,0,0,0,25.0,10.0,0.0,3.0,25.0,7.0,0,0.0
0.04,1.0,0.0,0.0,1,0,1,10.0,12.0,10.0,14.0,30.0,8.0,1,0.0
0.25,1.0,0.0,1.0,1,0,0,25.0,10.0,0.0,8.0,20.0,3.0,1,0.0
0.31,3.0,3.0,1.0,0,1,1,0.0,20.0,5.0,20.0,40.0,5.0,0,1.0
0.1,8.0,2.0,2.0,1,1,1,1.0,20.0,1.0,18.0,34.0,4.0,1,0.0
0.46,1.0,0.0,0.0,0,1,1,4.0,47.0,2.0,3.0,40.0,8.0,1,0.0
0.61,2.0,3.0,1.0,1,1,1,5.0,20.0,0.0,15.0,45.0,5.0,1,1.0
0.56,3.0,1.0,0.0,1,1,1,5.0,25.0,5.0,15.0,30.0,10.0,0,0.0
0.12,9.0,1.0,0.0,1,1,0,0.0,5.0,0.0,5.0,0.0,10.0,0,0.0
0.67,4.0,0.0,0.0,1,1,1,0.0,20.0,0.0,10.0,30.0,0.0,1,0.0
0.79,5.0,2.0,1.0,1,1,1,5.0,20.0,0.0,15.0,35.0,5.0,1,0.0
0.62,6.0,2.0,1.0,1,1,1,10.0,40.0,0.0,10.0,40.0,0.0,1,0.0
0.45,8.0,2.0,1.0,1,1,0,0.0,30.0,5.0,15.0,40.0,10.0,1,0.0
0.45,9.0,2.0,0.0,1,1,0,5.0,25.0,0.0,10.0,25.0,5.0,0,0.0
0.14,2.0,0.0,1.0,1,1,1,15.0,20.0,0.0,5.0,35.0,5.0,1,1.0
0.19,0.0,2.0,0.0,0,1,1,0.0,18.0,10.0,16.0,40.0,4.0,0,0.0
0.5,0.0,2.0,1.0,1,1,0,15.0,20.0,0.0,10.0,30.0,15.0,0,0.0
0.33,2.0,3.0,1.0,1,0,1,5.0,0.0,10.0,10.0,15.0,10.0,0,1.0
0.39,3.0,2.0,2.0,1,1,0,4.0,0.0,6.0,8.0,9.0,9.0,1,0.0
0.38,4.0,0.0,0.0,0,1,0,1.0,27.0,7.0,7.0,15.0,13.0,0,0.0
0.41,3.0,3.0,1.0,1,1,1,10.0,0.0,5.0,5.0,20.0,0.0,1,0.0
0.48,8.0,1.0,0.0,1,0,0,10.0,5.0,0.0,5.0,5.0,15.0,1,0.0
0.1,4.0,1.0,0.0,0,1,0,5.0,15.0,5.0,5.0,25.0,15.0,0,0.0
0.36,9.0,0.0,0.0,0,0,0,5.0,0.0,5.0,0.0,5.0,5.0,0,0.0
0.52,10.0,2.0,1.0,1,1,1,10.0,0.0,5.0,5.0,10.0,10.0,1,1.0
0.59,1.0,2.0,1.0,1,1,1,5.0,20.0,5.0,0.0,15.0,5.0,1,1.0
0.25,3.0,2.0,1.0,1,1,1,5.0,10.0,10.0,5.0,15.0,15.0,1,0.0
0.19,4.0,2.0,0.0,1,1,1,0.0,5.0,5.0,0.0,0.0,10.0,0,1.0
0.24,3.0,0.0,1.0,1,1,1,20.0,0.0,5.0,5.0,10.0,10.0,1,1.0
0.12,5.0,2.0,0.0,1,0,1,5.0,2.0,15.0,6.0,15.0,9.0,1,0.0
0.2,5.0,2.0,1.0,1,1,1,20.0,0.0,5.0,0.0,5.0,20.0,1,1.0
0.39,0.0,2.0,1.0,1,0,0,22.86,0.95000076,7.38,5.71,3.33,5.4799995,1,0.0
0.21,5.0,1.0,0.0,1,1,1,23.86,0.95000076,3.38,3.71,9.33,6.4799995,1,1.0
0.53,2.0,1.0,2.0,1,0,1,26.86,27.95,4.38,11.29,3.33,2.4799995,1,1.0
0.51,1.0,2.0,1.0,1,0,0,17.86,0.95000076,2.38,0.71000004,1.6700001,15.48,1,0.0
0.58,6.0,0.0,2.0,0,0,0,17.86,5.950001,2.62,0.71000004,13.33,0.47999954,1,0.0
0.13,6.0,2.0,2.0,0,1,0,22.86,14.049999,2.38,9.29,43.33,0.47999954,0,0.0
0.54,7.0,1.0,2.0,0,0,0,22.86,0.95000076,2.38,4.29,13.33,10.48,0,0.0
0.77,8.0,1.0,1.0,1,1,1,17.86,0.95000076,2.38,0.71000004,8.33,5.4799995,1,0.0
0.76,3.0,1.0,1.0,1,1,1,32.86,20.95,2.38,4.29,3.33,10.48,1,0.0
0.47,5.0,1.0,1.0,1,1,1,22.86,10.950001,7.38,0.71000004,3.33,0.47999954,1,0.0
0.34,6.0,3.0,2.0,0,0,0,27.86,5.950001,2.38,4.29,18.33,5.4799995,0,0.0
0.27,1.0,1.0,1.0,1,1,0,7.8600006,0.95000076,2.38,9.29,8.33,5.4799995,1,0.0
0.14,3.0,1.0,2.0,1,1,0,22.86,1.0499992,12.38,1.71,3.33,6.4799995,1,0.0
0.5,3.0,1.0,1.0,1,0,0,7.8600006,0.95000076,2.38,4.29,13.33,4.5200005,1,0.0
0.48,5.0,1.0,0.0,1,0,0,10.0,10.0,5.0,10.0,10.0,5.0,1,0.0
0.34,10.0,0.0,1.0,1,0,0,11.0,10.0,1.0,8.0,4.0,4.0,0,0.0
0.59,3.0,2.0,1.0,1,0,1,14.0,37.0,2.0,7.0,10.0,8.0,1,0.0
0.63,4.0,1.0,0.0,1,0,0,5.0,10.0,0.0,5.0,15.0,5.0,1,0.0
0.51,1.0,1.0,1.0,1,0,0,5.0,15.0,5.0,5.0,0.0,10.0,1,0.0
0.16,11.0,3.0,1.0,1,0,0,10.0,5.0,0.0,5.0,30.0,10.0,1,0.0
0.48,2.0,2.0,1.0,0,1,0,10.0,10.0,0.0,0.0,0.0,0.0,0,0.0
0.32,3.0,0.0,0.0,1,0,0,5.0,10.0,0.0,5.0,5.0,5.0,1,0.0
0.26,8.0,0.0,0.0,1,1,1,20.0,30.0,0.0,0.0,10.0,0.0,1,0.0
0.34,10.0,0.0,0.0,1,0,0,10.0,20.0,5.0,5.0,10.0,10.0,1,0.0
0.5,11.0,4.0,1.0,1,0,0,15.0,15.0,0.0,0.0,5.0,5.0,0,0.0
0.12,4.0,2.0,0.0,0,0,0,5.0,10.0,0.0,5.0,5.0,5.0,0,0.0
0.42,2.0,0.0,1.0,1,0,0,10.0,8.0,10.0,6.0,10.0,4.0,1,0.0
0.27,2.0,0.0,0.0,1,0,0,5.0,10.0,0.0,0.0,0.0,15.0,1,0.0
0.36,0.0,3.0,1.0,1,1,1,2.0,7.0,7.0,10.0,9.0,3.0,1,0.0
0.18,5.0,2.0,2.0,1,1,0,1.0,7.0,11.0,8.0,3.0,2.0,1,0.0
0.23,2.0,0.0,0.0,1,1,0,2.0,34.0,10.0,7.0,9.0,6.0,0,0.0
0.25,1.0,3.0,1.0,1,0,0,7.0,7.0,12.0,5.0,14.0,7.0,1,0.0
0.19,6.0,1.0,0.0,1,1,1,7.0,12.0,17.0,5.0,1.0,8.0,1,1.0
0.58,6.0,1.0,0.0,1,0,0,2.0,8.0,12.0,5.0,31.0,8.0,0,0.0
0.26,7.0,0.0,0.0,1,1,1,2.0,7.0,12.0,0.0,1.0,2.0,1,0.0
0.24,8.0,2.0,1.0,1,1,1,7.0,7.0,12.0,5.0,4.0,3.0,1,0.0
0.25,3.0,2.0,1.0,1,1,1,8.0,27.0,12.0,0.0,9.0,2.0,1,0.0
0.02,5.0,2.0,1.0,1,1,1,2.0,17.0,7.0,5.0,9.0,8.0,1,0.0
0.15,6.0,2.0,0.0,1,0,0,3.0,12.0,12.0,0.0,6.0,3.0,0,0.0
0.08,1.0,0.0,1.0,1,1,1,17.0,7.0,12.0,5.0,4.0,3.0,1,0.0
0.17,3.0,2.0,0.0,1,1,1,2.0,5.0,2.0,6.0,9.0,2.0,0,0.0
0.26,3.0,2.0,1.0,1,0,0,17.0,7.0,12.0,0.0,1.0,13.0,1,0.0
0.43,4.0,3.0,0.0,1,1,1,10.0,15.0,5.0,15.0,15.0,0.0,0,1.0
0.21,1.0,2.0,1.0,1,1,0,11.0,15.0,9.0,13.0,9.0,1.0,1,0.0
0.1,6.0,0.0,1.0,1,1,1,14.0,42.0,8.0,2.0,15.0,3.0,1,0.0
0.13,5.0,3.0,0.0,0,1,0,5.0,15.0,10.0,10.0,20.0,10.0,1,0.0
0.55,10.0,1.0,1.0,1,0,1,5.0,20.0,15.0,10.0,5.0,5.0,1,0.0
0.13,2.0,1.0,1.0,1,1,1,10.0,0.0,10.0,0.0,25.0,5.0,1,0.0
0.36,11.0,0.0,1.0,0,0,0,10.0,15.0,10.0,5.0,5.0,5.0,1,0.0
0.54,12.0,2.0,0.0,1,1,1,5.0,15.0,10.0,10.0,10.0,0.0,1,0.0
0.4,1.0,2.0,0.0,1,1,1,20.0,35.0,10.0,5.0,15.0,5.0,1,0.0
0.24,1.0,2.0,0.0,1,1,1,10.0,25.0,5.0,10.0,15.0,5.0,1,0.0
0.14,2.0,2.0,1.0,0,0,0,15.0,20.0,10.0,5.0,0.0,0.0,0,0.0
0.06,5.0,0.0,0.0,0,0,0,5.0,15.0,10.0,0.0,10.0,0.0,0,0.0
0.33,7.0,2.0,1.0,1,0,0,10.0,13.0,0.0,11.0,15.0,1.0,0,0.0
0.17,7.0,2.0,0.0,1,0,0,5.0,15.0,10.0,5.0,5.0,10.0,0,0.0
0.28,2.0,1.0,1.0,1,1,0,10.0,0.0,10.0,15.0,40.0,5.0,1,0.0
0.0,7.0,0.0,2.0,1,1,1,9.0,0.0,6.0,13.0,34.0,6.0,0,0.0
0.03,0.0,2.0,0.0,1,1,0,6.0,27.0,7.0,2.0,40.0,2.0,1,0.0
0.31,1.0,1.0,1.0,1,1,0,15.0,0.0,5.0,10.0,45.0,15.0,0,0.0
0.43,4.0,1.0,0.0,1,1,1,15.0,5.0,0.0,10.0,30.0,0.0,1,0.0
0.24,8.0,3.0,0.0,1,1,1,10.0,15.0,5.0,0.0,0.0,0.0,0,0.0
0.17,5.0,2.0,0.0,1,1,0,10.0,0.0,5.0,5.0,30.0,10.0,1,1.0
0.22,6.0,0.0,1.0,1,1,1,15.0,0.0,5.0,10.0,35.0,5.0,1,0.0
0.17,5.0,0.0,1.0,1,1,1,0.0,20.0,5.0,5.0,40.0,10.0,1,0.0
0.0,7.0,0.0,1.0,1,1,1,10.0,10.0,10.0,10.0,40.0,0.0,1,0.0
0.06,8.0,4.0,0.0,1,0,0,5.0,5.0,5.0,5.0,25.0,5.0,1,0.0
0.34,1.0,2.0,1.0,0,1,0,25.0,0.0,5.0,0.0,35.0,5.0,0,0.0
0.19,1.0,0.0,0.0,1,1,0,10.0,2.0,15.0,11.0,40.0,6.0,0,0.0
0.03,1.0,0.0,1.0,0,0,0,25.0,0.0,5.0,5.0,30.0,5.0,0,0.0
0.21,2.0,4.0,1.0,0,0,0,0.0,5.0,2.0,12.0,14.0,5.0,0,0.0
0.1,3.0,3.0,2.0,0,1,0,1.0,5.0,2.0,10.0,8.0,4.0,0,0.0
0.19,4.0,1.0,0.0,1,1,0,4.0,32.0,1.0,5.0,14.0,8.0,1,0.0
0.07,3.0,4.0,1.0,1,1,0,5.0,5.0,3.0,7.0,19.0,5.0,1,0.0
0.17,8.0,2.0,0.0,0,1,0,5.0,10.0,8.0,7.0,4.0,10.0,0,0.0
0.62,4.0,0.0,0.0,0,0,0,0.0,10.0,3.0,3.0,26.0,10.0,0,0.0
0.31,9.0,1.0,0.0,1,0,0,0.0,5.0,3.0,2.0,4.0,0.0,0,0.0
0.07,10.0,3.0,1.0,1,0,0,5.0,5.0,3.0,7.0,9.0,5.0,1,0.0
0.3,1.0,3.0,1.0,1,1,1,10.0,25.0,3.0,2.0,14.0,0.0,1,0.0
0.5,3.0,3.0,1.0,1,1,0,0.0,15.0,2.0,7.0,14.0,10.0,1,0.0
0.57,4.0,1.0,0.0,1,1,0,5.0,10.0,3.0,2.0,1.0,5.0,1,1.0
0.55,3.0,1.0,1.0,0,0,0,15.0,5.0,3.0,3.0,9.0,5.0,0,0.0
0.16,5.0,3.0,0.0,1,0,0,0.0,3.0,7.0,8.0,14.0,4.0,1,0.0
0.21,5.0,3.0,1.0,0,0,0,15.0,5.0,3.0,2.0,4.0,15.0,0,0.0
0.34,5.0,4.0,0.0,1,0,0,0.0,0.0,5.0,10.0,10.0,5.0,0,0.0
